Rank,Industry,Sector,Relative Strength,1 Month Ago,3 Months Ago,6 Months Ago,Ticker
28,Farm & Heavy Construction Machinery,Industrials,64,61,35,42,"AGFY,REVG,MTW,OSK,CAT,ALG,TWI,AGCO,VAPE,DE,CNH,ASTE,BLBD,TEX,LNN,PCAR,GENC,AEBI,HY,WNC,CMCO"
29,Resorts & Casinos,Consumer Cyclical,64,45,22,36,"MLCO,HGV,MCRI,BYD,LVS,WYNN,VAC,RRR,MGM,PENN,MTN,GDEN,CZR,BALY"
30,Financial Conglomerates,Financial Services,64,24,35,24,"FRHC,RILYL,RILY,RILYP,IX,VOYA,HTH,TREE"
31,Internet Retail,Consumer Cyclical,64,57,53,63,"NEGG,TDUP,OCG,W,DASH,BYON,SE,CPNG,EBAY,ETSY,BABA,MELI,AMZN,CART,VIPS,CHWY,PDD,JD,RVLV,WBUY,LQDT,GLBE,JFBR,QVCGP"
32,Industrial Distribution,Industrials,62,55,39,47,"DXPE,EVI,CNM,REZI,FAST,WCC,TITN,FERG,AIT,MSM,GIC,DNOW,WSO,SITE,GWW,POOL,DSGR,BXC"
33,Luxury Goods,Consumer Cyclical,62,56,51,63,"SORA,TPR,SIG,REAL,LUXE,ELA,MOV,CPRI"
34,Scientific & Technical Instruments,Technology,62,61,52,66,"MIND,ESE,TRMB,ACFN,ITRN,COHR,ITRI,GRMN,TDY,ST,LGL,VPG,VNT,KEYS,MKSI,CGNX,FTV,BMI,NOVT,ASTC,MLAB"
35,Electronic Components,Technology,62,64,47,65,"NEON,OUST,CLS,TTMI,ALNT,BELFB,JBL,APH,KULR,FLEX,TEL,BELFA,FN,LINK,OSIS,SANM,DAKT,GLW,KN,LYTS,ELTK,LFUS,VICR,RELL,OLED,PLXS,BHE,CTS,MPTI,ROG,MEI,GAUZ,HOLO"
36,Specialty Industrial Machinery,Industrials,61,54,36,60,"PSIX,SMR,GEV,SYM,NNE,AMSC,GHM,MIR,XMTR,GTES,ROK,HUHU,SERV,EMR,JBTM,NPO,CR,TAYD,ETN,WTS,PH,CMI,RRX,GTLS,GNRC,ATS,ITT,HURC,PNR,CXT,GRC,MIDD,KRNT,FLS,MWA,XYL,ITW,HLIO,AME,KAI,DOV,NDSN,SXI,DCI,LXFR,IR,GGG,AOS,THR,TNC,FELE,TWIN,IEX,OTIS,EPAC,OFLX,CSW,HI,PKOH"
37,Auto Manufacturers,Consumer Cyclical,61,55,53,39,"FLYE,CYD,XPEV,ZK,LI,TSLA,RACE,RIVN,HMC,GM,F,TM,VLCN,STLA,AYRO"
38,Department Stores,Consumer Cyclical,61,21,7,33,"DDS,KSS,M"
39,Food Distribution,Consumer Defensive,60,57,58,47,"WILC,SPTN,USFD,CHEF,UNFI,PFGC,SYY,AVO,CVGW,DIT,ANDE,TWG"
40,Lodging,Consumer Cyclical,60,48,40,71,"ATAT,HLT,MAR,H,SHCO,WH,IHG,CVEO,CHH,HTHT"
41,Credit Services,Financial Services,59,67,62,70,"SEZL,UPST,SOFI,XYF,LX,FOA,OPRT,OPFI,FINV,SYF,SLM,COF,WRLD,BFH,OMF,V,GDOT,AXP,NNI,ENVA,MA,PYPL,ATLC,QFIN,MFIN,YRD,ALLY,RWAY,EZPW,CACC,FCFS,NAVI,SLMBP,OMCC,RM,ANTA,ATLCP,CPSS,AGM,ECPG,JCAP,WU,PMTS,PRAA"
42,Education & Training Services,Consumer Defensive,59,61,61,58,"QSG,LGCY,STG,COE,COUR,LINC,APEI,DAO,FEDU,UTI,LRN,LAUR,ATGE,PRDO,GHC,LOPE,MH,UDMY,TAL,STRA,EDU,AFYA,SKIL,FC,KLC"
43,Internet Content & Information,Communication Services,59,52,51,55,"AREN,SOGP,GRPN,NBIS,JFIN,TME,RDDT,SPOT,LCFY,BZ,BMBL,CMCM,BILI,MOMO,JOYY,Z,META,ZG,PERI,GENI,PINS,RUM,EVER,VBIX,WB,OPRA,GOOGL,GOOG,IAC,MTCH,UPWK,FVRR,ANGI,ATHM,BIDU,NRDS,MAX,SNAP,YELP,DJTWW,CARS,UPXI,DOYU,WBTN,SCOR,SSTK,TZOO,THRY,DJT,SLE"
44,Semiconductors,Technology,59,60,25,48,"ALMU,NVTS,CRDO,LASR,WKEY,ALAB,POET,ALGM,AVGO,SMTC,NVDA,PXLW,AMD,SIMO,TSM,MCHPP,HIMX,MTSI,RMBS,ARM,SLAB,SKYT,MU,MCHP,MXL,AIP,ON,SITM,TSEM,ADI,ASX,MRAM,VSH,UMC,MPWR,NXPI,QRVO,MRVL,TXN,LSCC,GFS,PI,STM,DIOD,AOSL,QCOM,SYNA,CRUS,INTC,NVEC,IMOS,CEVA,SWKS,POWI,QUIK"
45,Rental & Leasing Services,Industrials,58,54,43,52,"CAR,HTZ,ALTG,CTOS,R,AL,URI,AER,MGRC,FTAI,GATX,HRI,FTAIM,WLFC,FTAIN,WSC,UHAL,PRG,VSTS"
46,Copper,Basic Materials,58,73,18,14,"IE,HBM,MTAL,FCX,SCCO,ERO"
47,Discount Stores,Consumer Defensive,57,71,73,59,"DLTR,OLLI,DG,PSMT,WMT,BJ,COST,TGT,TBBB"
48,Software - Infrastructure,Technology,57,61,55,62,"AEVA,ARQQ,PDYN,PLTR,CRWV,TAOX,PAYS,PGY,VHC,GRRR,JG,NET,SUPX,ZENA,AISP,ALLT,RBRK,ODD,ORCL,AFRM,TWLO,AMBR,TOST,CALX,ZS,NYAX,NN,VRSN,KPLT,BASE,CTLP,CRWD,BKKT,YEXT,MQ,AVPT,RDWR,GCT,CORZ,FFIV,FOUR,FTNT,MSFT,NTNX,XYZ,SNPS,CYBR,VRNS,IIIV,CSGS,GEN,RAMP,DLO,GB,ATEN,TCX,STNE,PANW,ALAR,MDB,CFLT,INFA,OKTA,CHKP,CGNT,WEX,EXOD,BOX,EVCM,AVDX,PAY,NTCT,EEFT,QLYS,KVYO,SAIL,AI,DOX,CPAY,DBX,EVTC,PRTH,PATH,CCSI,OS,VRNT,RELY,BLZE,OSPN,GDDY,SANG,BAND,ZETA,IOT,PAYO,FIVN,APPN,FLYW,GTLB,ACIW,S,PAGS,CINT,AKAM,RPAY,PRGS,TENB,WIX,DOCN,KSPI,TDC,SNCR,ARAI,CLBT,HPAI,PSFE,RPD,FATN,DAVA,IMXI,MLGO"
49,Utilities - Regulated Electric,Utilities,57,59,81,52,"OKLO,KEP,GNE,TXNM,ELPC,ETR,EMA,CNP,ELP,VIASP,IDA,CEPU,XEL,WEC,ES,AEE,EVRG,PPL,DTE,LNT,FTS,NGG,AEP,SO,D,OGE,CMS,EXC,PEG,DUK,EDN,PNW,HE,FE,ED,NEE,MGEE,NWE,POR,EIX,PCG"
50,Financial Data & Stock Exchanges,Financial Services,56,58,51,64,"COIN,MKTW,NDAQ,CBOE,CME,ICE,TRU,MCO,SPGI,MSCI,FDS,MORN,VALU,DNB"
51,Electronic Gaming & Multimedia,Communication Services,56,53,44,40,"RBLX,SKLZ,NTES,SOHU,TTWO,EA,GRVY,GDEV,DDI,TRUG"
52,Waste Management,Industrials,56,72,56,52,"PESI,MEG,NVRI,RSG,GFL,WM,CLH,WCN,CWST"
53,Oil & Gas Refining & Marketing,Energy,55,46,30,26,"PARR,DK,CVI,DINO,MPC,VLO,DKL,PSX,WKC,PBF,CAPL,SGU,SUN,IEP"
54,Conglomerates,Industrials,55,44,49,43,"RCMT,AIRT,VMI,BBU,MMM,FBYD,SEB,TRC,CRESY,AIRTP,FIP,HON,MATW,MDU,BOOM,OTTR,BOC,DLX,CODI"
55,Footwear & Accessories,Consumer Cyclical,54,40,31,63,"FORD,FMFC,WWW,RCKY,NKE,SKX,ONON,WEYS,BIRK,CROX,SHOO,DECK"
56,Steel,Basic Materials,54,43,45,29,"LUD,MT,PKX,MSB,ACNT,MTUS,NUE,CLF,CMC,WS,RS,STLD,TX,SIM,NWPX,FRD,ZEUS,ASTL"
57,Software - Application,Technology,53,54,50,61,"PRCH,MFI,DAVE,KC,AZ,OCFT,BLBX,DOMO,ALTS,IDN,APPS,LIF,OLO,SRAD,YB,CRNC,CCRD,DUOT,NUKK,INUV,U,SOUN,ATHR,SNOW,MSTR,YALA,SHOP,PEGA,IDCC,AMPL,RDVT,BTDR,QXO,AGYS,DUOL,DBD,DDOG,STRK,INTU,BSY,GRAB,VERB,UBER,PAYC,APPF,FROG,GWRE,BULL,KARO,PTC,STRF,CDNS,EGAN,YOU,SSNC,DFIN,GTM,VTSI,CXM,SAP,YMM,GRND,PAR,PCOR,QTWO,MNDY,DT,CVLT,ADSK,LYFT,LSPD,BL,ADP,RSKD,MNTN,DOCU,NCNO,TTAN,ADEA,PAYX,DSP,NOW,PCTY,VTEX,OTEX,ZM,ROP,ASUR,FRSH,TYL,FSLY,DSGX,SMWB,WDAY,MITK,DAY,STRD,OOMA,ESTC,NICE,CCCS,UPBD,DV,ASAN,PDFS,MANH,WRD,ALRM,CRM,HUBS,PUBM,DJCO,TEAM,NATL,XPER,SPNS,MTLS,CHYM,ALIT,ONTF,RNG,AEYE,BLKB,TRAK,CWAN,PD,PLUS,SSTI,ALKT,WK,BIGC,MLNK,ADBE,IMMR,BILL,DCBO,BRZE,FICO,INTA,PRO,SPSC,VERX,CYN,SEMR,ULY,SPT,IBTA,JAMF,DMRC"
58,Restaurants,Consumer Cyclical,53,52,41,54,"MB,RRGB,VENU,BH,YOSH,PBPB,CAKE,SHAK,CBRL,EAT,KRUS,BROS,DRI,YUMC,CNNE,PZZA,BJRI,NATH,TXRH,SBUX,YUM,DPZ,WING,QSR,HDL,MCD,LOCO,FWRG,PTLO,DIN,BLMN,ARCO,CAVA,CMG,RICK,ARKR,CHA,WEN,JACK,SG"
59,Biotechnology,Healthcare,53,45,39,43,"DRUG,DBVT,MNPR,QNTM,CDTX,VIGL,HYPD,ATHE,SGMT,TNGX,MEIP,VRNA,INKT,AMLX,PVLA,KOD,TNXP,ARTL,ATYR,TIL,NAGE,TRVI,FULC,AAPG,ELTX,PTHS,EPRX,XCUR,TVRD,SRRK,ACOG,COGT,MTSR,ADPT,NBTX,INBX,VERV,COEP,KALA,NEUP,SCPH,NKTR,SLDB,AGEN,URGN,CVAC,AKRO,ORIC,PULM,SMMT,AVXL,RYTM,FENC,ZVRA,GHRS,LQDA,SLNO,XERS,PHAT,FBRX,EXEL,MESO,KZIA,BBIO,CRSP,SLGL,OCUL,CRVO,DNA,ACAD,MAZE,QURE,MNMD,MRUS,ICCC,RZLT,INSM,ALDX,MGTX,ASMB,ATRA,TERN,ZLAB,MENS,CRMD,ONC,AARD,RAPT,SPRY,EYPT,ZBIO,NTRB,VSTM,PTGX,CORT,ARQT,TGTX,ETNB,MLTX,SEPN,ALNY,LGND,RIGL,IRON,LENZ,MIRM,PBM,NAMS,CADL,FHTX,AUPH,TENX,KALV,VALN,GLPG,RPRX,IONS,ABEO,CING,PRAX,PHAR,ASND,STOK,DMAC,ITOS,KYMR,MBX,HRMY,UPB,ANAB,NTLA,CNTA,TBPH,BNTX,MLYS,PHVS,GLUE,RAPP,AGIO,ALGS,SLN,OCS,BLTE,SAGE,MDWD,INCY,NGNE,SION,LIMN,LEGN,TRML,IMCR,CELC,ZYME,IMNM,ACLX,VRDN,IMTX,CAI,MDGL,GMAB,ADMA,PRTG,JAZZ,PTCT,MCRB,ROIV,HALO,ARGX,FBIOP,RNA,AXSM,WVE,PLUR,TARS,LYRA,ENTA,INVA,XOMAO,AURA,SPRC,NUVL,IDYA,VKTX,PRTC,XOMAP,ADXN,RXRX,BNTC,XOMA,COYA,VRTX,ELVN,EXOZ,CPRX,APGE,TVTX,ORKA,CSBR,AVTX,MDXG,GLSI,CLDX,NVCT,BEAM,LYEL,TECH,RGNX,CGON,ATXS,ARCT,SRZN,RCUS,AVBP,DNTH,CYBN,TECX,RVMD,ARWR,VCEL,SYRE,CVKD,RNAC,BMRN,SER,NVAX,KRYS,MRNA,VTVT,IMVT,TLX,ACTU,APLS,VRCA,PASG,THRD,CYTK,CRBP,TYRA,REGN,CRNX,KROS,XENE,CTNM,CGEM,VIR,VERA,BCAX,QNRX,FGEN,NRIX,NXTC,TPST,EWTX,CAPR,DNLI,SNSE,BCYC,DAWN,GYRE,PCVX,KURA,FOLD,AIM,FTRE,JANX,APLM,RARE,BOLT,XNCR,GPCR,DYN,CVM,SNDX,TRDA,KRRO,ARVN,CBIO,BIVI,PRTA,IMNN,RNAZ,BHVN,INDP,CLRB,CNSP,CERO,CYCC,SRPT,JBIO"
60,Auto & Truck Dealerships,Consumer Cyclical,52,57,50,67,"CANG,KFS,CVNA,KAR,SAH,AN,GPI,DRVN,PAG,CARG,RUSHB,LAD,CRMT,RUSHA,CWH,ABG,VVV,MCW,ACVA,KMX,VRM,GORV"
61,Pharmaceutical Retailers,Healthcare,52,64,33,7,WBA
62,Grocery Stores,Consumer Defensive,52,61,76,60,"SFM,KR,NGVC,VLGEA,WMK,IMKTA,ACI,GO"
63,Building Materials,Basic Materials,52,44,45,54,"CX,LOMA,SMID,CPAC,TGLS,USLM,MLM,CRH,VMC,AMRZ,TTAM,EXP,JHX,KNF"
64,Building Products & Equipment,Industrials,52,41,33,49,"PPIH,LMB,JCI,ARLO,GMS,SWIM,TT,SPXC,AWI,CARR,GFF,JLHL,LII,JBI,ROCK,CSL,TREX,MAS,LPX,BLDR,WMS,NX,OC,FBIN,AAON,APOG,ASPN,JELD"
65,Leisure,Consumer Cyclical,51,50,46,58,"AS,GOLF,OSW,PLNT,HAS,PTON,YETI,MODG,JOUT,MSGE,LTH,PRKS,MAT,LUCK,XPOF,AOUT,ESCA,JAKK,FUN,DOGZ"
66,Beverages - Non-Alcoholic,Consumer Defensive,51,52,71,43,"CELH,STKL,COCO,CCEP,MNST,FIZZ,KO,PRMB,KDP,KOF,PEP,COKE"
67,Telecom Services,Communication Services,51,53,58,43,"GOGO,SIFY,VEON,TIGO,TDS,RDCM,SATS,IDT,VOD,GSAT,KT,T,VIV,CXDO,TIMB,USM,SNRE,TEF,RCI,CHT,TMUS,AMX,SHEN,GLIBK,TU,FYBR,TEO,GLIBA,VZ,KVHI,LBRDP,TLK,SKM,LBRDA,LBRDK,IRDM,LILAK,PHI,LILA,BCE,CMCSA,ATNI,CHTR,TKC,CCOI,LBTYA,LBTYK,LBTYB,IQST,ATEX,CABO"
