Section,Ticker,Price,Relative Strength Percentile,1 Month Ago Percentile,3 Months Ago Percentile,6 Months Ago Percentile,Sector,Industry
🔹 RS > 90: Leading Stocks,TATT,32.65,94,94.0,98.0,98.0,Industrials,Aerospace & Defense
🔹 RS > 90: Leading Stocks,GBFH,43.86,94,92.0,98.0,97.0,Financial Services,Banks - Regional
🔹 RS > 90: Leading Stocks,LINC,22.47,94,97.0,94.0,92.0,Consumer Defensive,Education & Training Services
🔹 RS > 90: Leading Stocks,SMMT,27.45,94,92.0,99.0,99.0,Healthcare,Biotechnology
🔹 RS > 90: Leading Stocks,DRS,48.08,94,95.0,95.0,93.0,Industrials,Aerospace & Defense
🔹 RS > 90: Leading Stocks,LLYVK,85.68,94,95.0,96.0,96.0,Communication Services,Entertainment
🔹 RS > 90: Leading Stocks,LLYVA,83.38,94,95.0,97.0,96.0,Communication Services,Entertainment
🔹 RS > 90: Leading Stocks,AHR,37.01,93,95.0,98.0,95.0,Real Estate,REIT - Healthcare Facilities
🔹 RS > 90: Leading Stocks,HODL,33.41,93,94.0,93.0,96.0,ETF,ETF
🔹 RS > 90: Leading Stocks,BTCW,125.25,93,94.0,93.0,96.0,ETF,ETF
🔹 RS > 90: Leading Stocks,EZBC,68.41,93,94.0,93.0,96.0,ETF,ETF
🔹 RS > 90: Leading Stocks,ARKB,39.25,93,94.0,93.0,96.0,ETF,ETF
🔹 RS > 90: Leading Stocks,BRRR,33.39,93,94.0,93.0,96.0,ETF,ETF
🔹 RS > 90: Leading Stocks,BTCO,117.87,93,94.0,93.0,96.0,ETF,ETF
🔹 RS > 90: Leading Stocks,FBTC,103.06,93,94.0,93.0,96.0,ETF,ETF
🔹 RS > 90: Leading Stocks,BITB,64.22,93,94.0,93.0,96.0,ETF,ETF
🔹 RS > 90: Leading Stocks,IBIT,67.1,93,94.0,93.0,96.0,,
🔹 RS > 90: Leading Stocks,XMTR,32.84,93,96.0,92.0,97.0,Industrials,Specialty Industrial Machinery
🔹 RS > 90: Leading Stocks,BTC,52.33,93,94.0,93.0,94.0,ETF,ETF
🔹 RS > 90: Leading Stocks,DEFI,133.53,93,94.0,93.0,96.0,ETF,ETF
🔹 RS > 90: Leading Stocks,GBTC,92.88,93,94.0,93.0,96.0,ETF,ETF
🔹 RS > 90: Leading Stocks,CRK,20.66,93,98.0,97.0,97.0,Energy,Oil & Gas E&P
🔹 RS > 90: Leading Stocks,EAT,157.14,93,97.0,97.0,99.0,Consumer Cyclical,Restaurants
🔹 RS > 90: Leading Stocks,CCB,101.46,93,96.0,96.0,97.0,Financial Services,Banks - Regional
🔹 RS > 90: Leading Stocks,GEVX,35.45,92,93.0,94.0,93.0,ETF,ETF
🔹 RS > 90: Leading Stocks,APEI,28.4,92,96.0,96.0,94.0,Consumer Defensive,Education & Training Services
🔹 RS > 90: Leading Stocks,UTI,31.14,92,97.0,97.0,96.0,Consumer Defensive,Education & Training Services
🔹 RS > 90: Leading Stocks,INSM,101.75,92,93.0,96.0,97.0,Healthcare,Biotechnology
🔹 RS > 90: Leading Stocks,NYAX,44.5,92,97.0,97.0,94.0,Technology,Software - Infrastructure
🔹 RS > 90: Leading Stocks,CRWD,472.18,92,95.0,96.0,93.0,Technology,Software - Infrastructure
🔹 RS > 90: Leading Stocks,BYRN,23.48,92,98.0,97.0,98.0,Industrials,Aerospace & Defense
🔹 RS > 90: Leading Stocks,DOCS,61.0,92,93.0,98.0,97.0,Healthcare,Health Information Services
🔹 RS > 90: Leading Stocks,RDVT,44.78,91,96.0,97.0,95.0,Technology,Software - Application
🔹 RS > 90: Leading Stocks,SNEX,94.58,91,95.0,97.0,92.0,Financial Services,Capital Markets
🔹 RS > 90: Leading Stocks,IDCC,222.11,91,94.0,97.0,93.0,Technology,Software - Application
🔹 RS > 90: Leading Stocks,ASTX,36.83,91,92.0,92.0,92.0,ETF,ETF
🔹 RS > 90: Leading Stocks,ROAD,102.14,91,95.0,93.0,91.0,Industrials,Engineering & Construction
🔹 RS > 90: Leading Stocks,WGS,84.91,91,97.0,99.0,99.0,Healthcare,Diagnostics & Research
🔹 RS > 90: Leading Stocks,NFLX,1174.6,91,96.0,98.0,94.0,Communication Services,Entertainment
🔹 RS > 90: Leading Stocks,AKRO,49.24,91,97.0,97.0,98.0,Healthcare,Biotechnology
🔹 RS > 90: Leading Stocks,TEKY,35.33,91,93.0,91.0,91.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,CELC,36.79,99,45.0,12.0,5.0,Healthcare,Biotechnology
🔸 RS ≥ 85: Top Movers,PGY,31.09,99,98.0,62.0,5.0,Technology,Software - Infrastructure
🔸 RS ≥ 85: Top Movers,WLDN,82.52,98,97.0,88.0,70.0,Industrials,Engineering & Construction
🔸 RS ≥ 85: Top Movers,METC,21.54,98,90.0,29.0,4.0,Basic Materials,Coking Coal
🔸 RS ≥ 85: Top Movers,PARR,32.05,97,96.0,7.0,5.0,Energy,Oil & Gas Refining & Marketing
🔸 RS ≥ 85: Top Movers,INBX,24.57,97,29.0,25.0,12.0,Healthcare,Biotechnology
🔸 RS ≥ 85: Top Movers,SEDG,27.06,97,77.0,5.0,1.0,Technology,Solar
🔸 RS ≥ 85: Top Movers,FIVE,142.45,97,95.0,13.0,10.0,Consumer Cyclical,Specialty Retail
🔸 RS ≥ 85: Top Movers,ESEA,51.72,96,95.0,88.0,6.0,Industrials,Marine Shipping
🔸 RS ≥ 85: Top Movers,SMCL,26.16,96,62.0,2.0,0.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,KEN,48.14,96,93.0,90.0,85.0,Utilities,Utilities - Independent Power Producers
🔸 RS ≥ 85: Top Movers,TME,21.6,96,95.0,84.0,55.0,Communication Services,Internet Content & Information
🔸 RS ≥ 85: Top Movers,U,33.49,96,86.0,64.0,46.0,Technology,Software - Application
🔸 RS ≥ 85: Top Movers,AMD,173.66,94,81.0,8.0,5.0,Technology,Semiconductors
🔸 RS ≥ 85: Top Movers,SMCI,60.05,94,82.0,10.0,1.0,Technology,Computer Hardware
🔸 RS ≥ 85: Top Movers,CRSP,63.75,94,76.0,14.0,5.0,Healthcare,Biotechnology
🔸 RS ≥ 85: Top Movers,SIMO,75.79,93,92.0,15.0,8.0,Technology,Semiconductors
🔸 RS ≥ 85: Top Movers,DLTR,115.43,93,90.0,51.0,6.0,Consumer Defensive,Discount Stores
🔸 RS ≥ 85: Top Movers,SLVR,31.85,93,91.0,86.0,52.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,TEL,209.34,92,82.0,52.0,39.0,Technology,Electronic Components
🔸 RS ≥ 85: Top Movers,RYAAY,62.7,92,90.0,72.0,27.0,Industrials,Airlines
🔸 RS ≥ 85: Top Movers,MSFU,52.4,92,91.0,13.0,12.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,MRUS,65.59,92,79.0,53.0,8.0,Healthcare,Biotechnology
🔸 RS ≥ 85: Top Movers,ADNT,22.7,92,85.0,3.0,2.0,Consumer Cyclical,Auto Parts
🔸 RS ≥ 85: Top Movers,RCMT,25.57,91,90.0,22.0,11.0,Industrials,Conglomerates
🔸 RS ≥ 85: Top Movers,ULTA,519.27,91,85.0,60.0,57.0,Consumer Cyclical,Specialty Retail
🔸 RS ≥ 85: Top Movers,VNAM,20.98,91,71.0,63.0,16.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,BA,236.41,91,89.0,83.0,55.0,Industrials,Aerospace & Defense
🔸 RS ≥ 85: Top Movers,EDC,41.03,90,87.0,33.0,17.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,GMS,109.6,90,87.0,14.0,13.0,Industrials,Building Products & Equipment
🔸 RS ≥ 85: Top Movers,CCEC,24.05,90,88.0,84.0,63.0,Industrials,Marine Shipping
🔸 RS ≥ 85: Top Movers,BILI,22.83,90,83.0,82.0,72.0,Communication Services,Internet Content & Information
🔸 RS ≥ 85: Top Movers,QXO,21.78,90,86.0,15.0,2.0,Technology,Software - Application
🔸 RS ≥ 85: Top Movers,TRS,31.48,89,83.0,36.0,15.0,Consumer Cyclical,Packaging & Containers
🔸 RS ≥ 85: Top Movers,REMX,53.38,89,30.0,18.0,9.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,WYNN,111.27,89,75.0,24.0,13.0,Consumer Cyclical,Resorts & Casinos
🔸 RS ≥ 85: Top Movers,VC,114.93,89,64.0,14.0,5.0,Consumer Cyclical,Auto Parts
🔸 RS ≥ 85: Top Movers,GSL,29.1,89,69.0,34.0,12.0,Industrials,Marine Shipping
🔸 RS ≥ 85: Top Movers,SCHW,97.91,89,88.0,86.0,85.0,Financial Services,Capital Markets
🔸 RS ≥ 85: Top Movers,DELL,133.86,88,78.0,15.0,13.0,Technology,Computer Hardware
🔸 RS ≥ 85: Top Movers,FCA,25.65,88,84.0,80.0,53.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,XME,76.22,88,80.0,30.0,22.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,MLTX,54.47,88,66.0,36.0,17.0,Healthcare,Biotechnology
🔸 RS ≥ 85: Top Movers,BSY,58.72,88,84.0,26.0,15.0,Technology,Software - Application
🔸 RS ≥ 85: Top Movers,EVI,23.38,88,86.0,16.0,9.0,Industrials,Industrial Distribution
🔸 RS ≥ 85: Top Movers,AIS,29.36,87,85.0,20.0,18.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,EWH,21.07,87,84.0,83.0,24.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,REX,54.35,87,86.0,18.0,11.0,Basic Materials,Chemicals
🔸 RS ≥ 85: Top Movers,TAYD,45.47,87,77.0,10.0,4.0,Industrials,Specialty Industrial Machinery
🔸 RS ≥ 85: Top Movers,DRAI,28.97,87,83.0,39.0,17.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,ION,32.7,86,67.0,31.0,11.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,EET,66.34,86,83.0,50.0,22.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,COPJ,25.91,86,85.0,57.0,9.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,LI,29.19,86,84.0,71.0,13.0,Consumer Cyclical,Auto Manufacturers
🔸 RS ≥ 85: Top Movers,SFST,44.51,86,82.0,79.0,62.0,Financial Services,Banks - Regional
🔸 RS ≥ 85: Top Movers,MCY,69.92,85,77.0,61.0,11.0,Financial Services,Insurance - Property & Casualty
🔸 RS ≥ 85: Top Movers,SIG,83.89,85,75.0,12.0,2.0,Consumer Cyclical,Luxury Goods
🔸 RS ≥ 85: Top Movers,SCHL,26.22,85,13.0,8.0,2.0,Communication Services,Publishing
🔸 RS ≥ 85: Top Movers,AIA,84.51,85,82.0,77.0,64.0,ETF,ETF
🔸 RS ≥ 85: Top Movers,BEN,24.67,85,83.0,23.0,14.0,Financial Services,Asset Management
🔹 Breakout: New Leader,PLTU,80.88,99,98.0,98.0,88.0,ETF,ETF
🔹 Breakout: New Leader,AAPG,39.27,98,98.0,97.0,56.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,UPSX,48.06,97,83.0,98.0,97.0,ETF,ETF
🔹 Breakout: New Leader,STRL,263.59,97,97.0,91.0,87.0,Industrials,Engineering & Construction
🔹 Breakout: New Leader,CYD,23.13,97,98.0,97.0,74.0,Consumer Cyclical,Auto Manufacturers
🔹 Breakout: New Leader,ESP,48.01,96,97.0,92.0,74.0,Industrials,Electrical Equipment & Parts
🔹 Breakout: New Leader,MGIC,21.06,96,96.0,91.0,79.0,Technology,Information Technology Services
🔹 Breakout: New Leader,DB,32.56,95,96.0,97.0,85.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,ODD,68.43,95,97.0,98.0,88.0,Technology,Software - Infrastructure
🔹 Breakout: New Leader,YINN,46.29,95,91.0,91.0,90.0,ETF,ETF
🔹 Breakout: New Leader,COOP,158.32,95,96.0,95.0,89.0,Financial Services,Mortgage Finance
🔹 Breakout: New Leader,APH,106.7,94,95.0,91.0,80.0,Technology,Electronic Components
🔹 Breakout: New Leader,RYTM,85.68,94,89.0,96.0,90.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,AU,49.51,94,95.0,97.0,89.0,Basic Materials,Gold
🔹 Breakout: New Leader,ODC,57.39,94,95.0,90.0,87.0,Basic Materials,Specialty Chemicals
🔹 Breakout: New Leader,CALX,56.48,94,95.0,88.0,80.0,Technology,Software - Infrastructure
🔹 Breakout: New Leader,BH,313.9,94,94.0,90.0,89.0,Consumer Cyclical,Restaurants
🔹 Breakout: New Leader,CW,490.63,94,96.0,88.0,86.0,Industrials,Aerospace & Defense
🔹 Breakout: New Leader,BBIO,46.23,94,96.0,96.0,82.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,VEON,54.71,94,90.0,97.0,95.0,Communication Services,Telecom Services
🔹 Breakout: New Leader,LTM,41.38,93,94.0,91.0,85.0,Industrials,Airlines
🔹 Breakout: New Leader,JCI,111.52,93,93.0,90.0,82.0,Industrials,Building Products & Equipment
🔹 Breakout: New Leader,ZS,289.04,93,97.0,93.0,64.0,Technology,Software - Infrastructure
🔹 Breakout: New Leader,SII,68.91,93,96.0,93.0,57.0,Financial Services,Asset Management
🔹 Breakout: New Leader,PRA,23.8,93,93.0,98.0,63.0,Financial Services,Insurance - Property & Casualty
🔹 Breakout: New Leader,SHLD,60.82,93,95.0,97.0,81.0,ETF,ETF
🔹 Breakout: New Leader,WWD,258.5,93,94.0,89.0,84.0,Industrials,Aerospace & Defense
🔹 Breakout: New Leader,SENEB,103.59,93,93.0,96.0,86.0,Consumer Defensive,Packaged Foods
🔹 Breakout: New Leader,ZLAB,38.69,93,93.0,97.0,87.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,XPP,27.23,93,90.0,92.0,89.0,ETF,ETF
🔹 Breakout: New Leader,GDXU,70.94,93,96.0,98.0,70.0,ETF,ETF
🔹 Breakout: New Leader,IBEX,30.02,93,94.0,97.0,90.0,Technology,Information Technology Services
🔹 Breakout: New Leader,EUAD,41.02,93,96.0,97.0,63.0,ETF,ETF
🔹 Breakout: New Leader,EXEL,44.39,93,95.0,97.0,88.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,APG,34.65,93,94.0,76.0,69.0,Industrials,Engineering & Construction
🔹 Breakout: New Leader,JNUG,74.94,92,96.0,97.0,81.0,ETF,ETF
🔹 Breakout: New Leader,IRTC,137.11,92,97.0,89.0,88.0,Healthcare,Medical Devices
🔹 Breakout: New Leader,SENEA,102.12,92,93.0,97.0,86.0,Consumer Defensive,Packaged Foods
🔹 Breakout: New Leader,VRSN,305.98,92,93.0,97.0,83.0,Technology,Software - Infrastructure
🔹 Breakout: New Leader,NUGT,75.12,92,95.0,97.0,80.0,ETF,ETF
🔹 Breakout: New Leader,ESE,190.8,92,95.0,95.0,79.0,Technology,Scientific & Technical Instruments
🔹 Breakout: New Leader,BABX,28.29,92,85.0,97.0,87.0,ETF,ETF
🔹 Breakout: New Leader,HWKN,160.85,92,92.0,93.0,88.0,Basic Materials,Specialty Chemicals
🔹 Breakout: New Leader,ECNS,35.34,91,87.0,87.0,54.0,ETF,ETF
🔹 Breakout: New Leader,SXT,112.93,91,92.0,94.0,55.0,Basic Materials,Specialty Chemicals
🔹 Breakout: New Leader,NTES,131.88,91,94.0,90.0,80.0,Communication Services,Electronic Gaming & Multimedia
🔹 Breakout: New Leader,ONC,294.51,91,85.0,96.0,89.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,OLLI,139.34,91,88.0,89.0,88.0,Consumer Defensive,Discount Stores
🔹 Breakout: New Leader,VEEV,292.59,91,92.0,86.0,80.0,Healthcare,Health Information Services
🔹 Breakout: New Leader,TIGO,39.47,91,93.0,96.0,79.0,Communication Services,Telecom Services
🔹 Breakout: New Leader,BTRN,41.97,91,90.0,91.0,89.0,ETF,ETF
🔹 Breakout: New Leader,OR,27.61,91,92.0,96.0,66.0,Basic Materials,Gold
🔹 Breakout: New Leader,BNGE,37.64,91,92.0,91.0,83.0,ETF,ETF
🔹 Breakout: New Leader,GAMR,87.69,91,91.0,84.0,75.0,ETF,ETF
🔹 Breakout: New Leader,ASA,32.16,91,92.0,97.0,89.0,Financial Services,Asset Management
🔹 Breakout: New Leader,BTI,51.78,91,90.0,94.0,84.0,Consumer Defensive,Tobacco
🔹 Breakout: New Leader,AZZ,111.56,91,83.0,85.0,83.0,Industrials,Specialty Business Services
🔹 Breakout: New Leader,VSEC,138.8,91,92.0,94.0,87.0,Industrials,Aerospace & Defense
🔹 Breakout: New Leader,WPM,91.73,90,93.0,96.0,73.0,Basic Materials,Gold
🔹 Breakout: New Leader,SHNY,69.49,90,95.0,98.0,91.0,ETF,ETF
🔹 Breakout: New Leader,OND,43.28,90,91.0,90.0,80.0,ETF,ETF
🔹 Breakout: New Leader,HEI,323.92,90,91.0,85.0,69.0,Industrials,Aerospace & Defense
